Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,,,
Horizontal Units,S,,,,,
Horizontal Scale,0.01,,,,,
Sample Interval,1.92012e-05,,,,,
Filter Frequency,2e+08,,,,,
Record Length,5208,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,,10,
Vertical Units,V,,V,,V,
Vertical Offset,0,,0,,0,
Vertical Scale,1,,0.5,,0.2,
Label,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect
2.5655e-02,2.76,2.84,1.04,1.18,-0.084,-0.06
2.5674e-02,2.76,2.56,1.04,0.94,-0.076,-0.108
2.5693e-02,2.76,2.88,1.02,1.2,-0.084,-0.052
2.5712e-02,2.76,2.56,1.04,0.92,-0.084,-0.108
2.5732e-02,2.72,2.88,1.04,1.2,-0.084,-0.052
2.5751e-02,2.76,2.56,1.04,0.94,-0.068,-0.1
2.5770e-02,2.76,2.84,1.06,1.18,-0.076,-0.044
2.5789e-02,2.76,2.6,1.04,0.94,-0.06,-0.092
2.5808e-02,2.76,2.88,1.04,1.2,-0.06,-0.036
2.5828e-02,2.76,2.72,1.04,1,-0.068,-0.092
2.5847e-02,2.8,2.84,1.04,1.1,-0.068,-0.036
2.5866e-02,2.76,2.56,1.04,0.94,-0.068,-0.092
2.5885e-02,2.76,2.88,1.04,1.18,-0.068,-0.044
2.5904e-02,2.76,2.56,1.02,0.94,-0.068,-0.092
2.5924e-02,2.72,2.88,1.04,1.18,-0.076,-0.036
2.5943e-02,2.76,2.56,1.02,0.92,-0.076,-0.084
2.5962e-02,2.76,2.92,1.04,1.2,-0.06,-0.036
2.5981e-02,2.76,2.6,1.08,0.94,-0.06,-0.076
2.6000e-02,2.76,2.92,1.06,1.2,-0.068,-0.02
2.6020e-02,2.8,2.68,1.06,0.98,-0.052,-0.068
2.6039e-02,2.8,2.84,1.06,1.12,-0.044,-0.02
2.6058e-02,2.8,2.56,1.04,0.94,-0.06,-0.068
2.6077e-02,2.8,2.92,1.06,1.2,-0.052,-0.02
2.6096e-02,2.8,2.6,1.04,0.92,-0.044,-0.068
2.6116e-02,2.76,2.92,1.04,1.2,-0.044,-0.02
2.6135e-02,2.76,2.6,1.06,0.94,-0.052,-0.068
2.6154e-02,2.8,2.92,1.06,1.2,-0.036,-0.012
2.6173e-02,2.8,2.68,1.02,0.96,-0.044,-0.06
2.6192e-02,2.8,2.88,1.06,1.18,-0.036,-0.012
2.6212e-02,2.8,2.6,1.04,0.96,-0.02,-0.06
2.6231e-02,2.8,2.92,1.08,1.2,-0.02,-0.004
2.6250e-02,2.84,2.6,1.06,0.94,-0.036,-0.06
2.6269e-02,2.8,2.92,1.06,1.18,-0.036,-0.012
2.6288e-02,2.8,2.6,1.06,0.94,-0.036,-0.052
2.6308e-02,2.76,2.92,1.08,1.18,-0.036,-0.012
2.6327e-02,2.76,2.6,1.04,0.94,-0.028,-0.052
2.6346e-02,2.8,2.92,1.04,1.2,-0.02,0.004
2.6365e-02,2.76,2.64,1.04,1,-0.028,-0.044
2.6384e-02,2.76,2.88,1.04,1.1,-0.02,0.004
2.6404e-02,2.8,2.6,1.04,0.94,-0.02,-0.044
2.6423e-02,2.8,2.92,1.04,1.2,-0.02,0.012
2.6442e-02,2.8,2.6,1.04,0.94,-0.02,-0.036
2.6461e-02,2.8,2.92,1.08,1.22,-0.012,0.012
2.6480e-02,2.8,2.56,1.06,0.94,-0.012,-0.036
2.6500e-02,2.76,2.92,1.04,1.2,-0.012,0.012
2.6519e-02,2.8,2.6,1.06,0.94,-0.012,-0.036
2.6538e-02,2.8,2.92,1.04,1.22,-0.012,0.012
2.6557e-02,2.8,2.72,1.04,0.98,-0.012,-0.028
2.6576e-02,2.8,2.88,1.04,1.12,-0.012,0.02
2.6596e-02,2.8,2.6,1.06,0.94,0.004,-0.028
2.6615e-02,2.8,2.92,1.04,1.2,0.004,0.028
2.6634e-02,2.8,2.64,1.06,0.94,0.004,-0.02
2.6653e-02,2.8,2.92,1.14,1.22,-0.004,0.028
2.6673e-02,2.8,2.6,1.06,0.96,0.004,-0.028
2.6692e-02,2.8,2.92,1.06,1.2,-0.004,0.028
2.6711e-02,2.8,2.72,1.02,1,-0.012,-0.02
2.6730e-02,2.8,2.88,1.02,1.1,0.004,0.028
2.6749e-02,2.84,2.64,1.08,0.94,-0.012,-0.02
2.6769e-02,2.8,2.92,1.04,1.2,-0.004,0.028
2.6788e-02,2.8,2.64,1.08,0.94,0.004,-0.028
2.6807e-02,2.84,2.92,1.02,1.2,0.004,0.028
2.6826e-02,2.8,2.56,1.04,0.94,-0.004,-0.02
2.6845e-02,2.84,2.96,1.04,1.22,-0.004,0.036
2.6865e-02,2.76,2.48,1.04,0.92,-0.004,-0.02
2.6884e-02,2.72,2.92,1,1.2,0.004,0.028
2.6903e-02,2.68,2.6,1.06,0.98,-0.004,-0.02
2.6922e-02,2.68,2.76,1.02,1.08,0.004,0.028
2.6941e-02,2.68,2.44,1.04,0.92,-0.004,-0.02
2.6961e-02,2.64,2.88,1.02,1.2,-0.004,0.028
2.6980e-02,2.64,2.4,1.04,0.92,0.004,-0.02
2.6999e-02,2.64,2.84,1.04,1.2,-0.004,0.028
2.7018e-02,2.64,2.36,1.02,0.92,-0.012,-0.02
2.7037e-02,2.6,2.8,1.02,1.18,0.004,0.028
2.7057e-02,2.6,2.32,1.02,0.92,0.004,-0.02
2.7076e-02,2.6,2.8,1,1.2,-0.004,0.028
2.7095e-02,2.56,2.48,1.04,0.94,0.004,-0.02
2.7114e-02,2.56,2.68,1.02,1.08,0.004,0.028
2.7133e-02,2.56,2.32,1.02,0.9,0.004,-0.02
2.7153e-02,2.6,2.76,1.02,1.2,0.004,0.028
2.7172e-02,2.56,2.28,1.04,0.9,0.004,-0.02
2.7191e-02,2.68,2.76,1.06,1.2,-0.004,0.028
2.7210e-02,2.52,2.24,1,0.9,-0.012,-0.028
2.7229e-02,2.52,2.68,1,1.18,0.004,0.028
2.7249e-02,2.48,2.36,1.02,0.92,-0.004,-0.02
2.7268e-02,2.48,2.6,0.98,1.08,-0.004,0.028
2.7287e-02,2.44,2.24,0.98,0.9,0.012,-0.02
2.7306e-02,2.48,2.68,1,1.2,-0.004,0.028
2.7325e-02,2.48,2.2,0.98,0.88,0.004,-0.028
2.7345e-02,2.48,2.68,1,1.18,-0.004,0.036
2.7364e-02,2.48,2.16,1,0.9,0.004,-0.02
2.7383e-02,2.44,2.64,0.98,1.18,-0.004,0.028
2.7402e-02,2.4,2.16,1,0.88,0.004,-0.02
2.7421e-02,2.44,2.64,1,1.18,0.004,0.028
2.7441e-02,2.44,2.36,1,0.94,-0.004,-0.02
2.7460e-02,2.4,2.48,1,1.04,0.004,0.028
2.7479e-02,2.44,2.12,0.98,0.88,0.004,-0.02
2.7498e-02,2.4,2.6,0.96,1.18,0.004,0.028
2.7517e-02,2.4,2.12,0.98,0.88,0.004,-0.02
2.7537e-02,2.4,2.6,0.98,1.18,-0.004,0.028
2.7556e-02,2.4,2.12,0.98,0.88,0.004,-0.02
2.7575e-02,2.36,2.56,0.98,1.18,0.004,0.028
2.7594e-02,2.36,2.08,0.98,0.88,-0.004,-0.02
2.7613e-02,2.32,2.52,0.96,1.18,0.012,0.028
2.7633e-02,2.32,2.2,1,0.9,-0.004,-0.02
2.7652e-02,2.36,2.48,0.96,1.16,0.004,0.036
2.7671e-02,2.36,2.04,0.98,0.86,-0.012,-0.02
2.7690e-02,2.32,2.52,0.98,1.18,0.004,0.028
2.7709e-02,2.32,2.04,0.98,0.86,0.004,-0.02
2.7729e-02,2.36,2.52,0.98,1.16,0.004,0.028
2.7748e-02,2.28,2.04,1,0.86,0.004,-0.02
2.7767e-02,2.32,2.48,0.98,1.16,0.004,0.036
2.7786e-02,2.28,2.2,0.96,0.9,-0.004,-0.02
2.7805e-02,2.28,2.36,0.98,1.04,0.004,0.028
2.7825e-02,2.24,2,0.98,0.86,0.004,-0.02
2.7844e-02,2.28,2.44,0.94,1.16,0.004,0.028
2.7863e-02,2.28,2,0.96,0.86,-0.004,-0.028
2.7882e-02,2.24,2.44,0.98,1.16,0.004,0.028
2.7901e-02,2.24,1.96,0.98,0.84,-0.004,-0.02
2.7921e-02,2.24,2.44,0.96,1.16,-0.004,0.036
2.7940e-02,2.24,1.92,0.98,0.86,0.004,-0.02
2.7959e-02,2.24,2.4,0.98,1.16,0.004,0.028
2.7978e-02,2.24,2.12,0.98,0.92,0.004,-0.02
2.7997e-02,2.2,2.28,0.98,1.02,0.02,0.028
2.8017e-02,2.2,1.92,0.96,0.84,-0.004,-0.02
2.8036e-02,2.2,2.4,0.98,1.16,0.004,0.036
2.8055e-02,2.2,1.88,0.96,0.84,0.012,-0.02
2.8074e-02,2.2,2.36,0.96,1.16,-0.004,0.028
2.8093e-02,2.16,1.88,0.96,0.84,0.004,-0.028
2.8113e-02,2.16,2.36,0.96,1.14,0.004,0.036
2.8132e-02,2.16,2.04,0.94,0.88,-0.004,-0.02
2.8151e-02,2.16,2.24,0.94,1.06,0.004,0.028
2.8170e-02,1.92,1.88,0.94,0.84,0.004,-0.02
2.8189e-02,2.16,2.32,0.96,1.14,0.004,0.036
2.8209e-02,2.12,1.88,0.96,0.84,-0.012,-0.02
2.8228e-02,2.12,2.32,0.96,1.16,0.004,0.036
2.8247e-02,2.16,1.84,0.96,0.82,-0.004,-0.02
2.8266e-02,2.16,2.28,0.98,1.16,0.004,0.036
2.8285e-02,2.12,1.84,0.96,0.84,0.004,-0.02
2.8305e-02,2.12,2.28,0.98,1.14,-0.004,0.028
2.8324e-02,2.08,2.04,0.98,0.88,-0.004,-0.02
2.8343e-02,2.08,2.16,0.96,1.02,0.004,0.028
2.8362e-02,2.16,1.84,0.96,0.84,-0.004,-0.02
2.8381e-02,2.12,2.24,0.98,1.14,0.004,0.028
2.8401e-02,2.08,1.84,0.94,0.84,-0.004,-0.02
2.8420e-02,2.12,2.24,0.98,1.16,0.004,0.028
2.8439e-02,2.08,1.84,0.96,0.8,-0.004,-0.02
2.8458e-02,2.04,2.16,0.94,1.2,0.004,0.028
2.8477e-02,2.04,1.84,0.94,0.8,-0.004,-0.02
2.8497e-02,2.04,2.16,0.96,1.18,-0.004,0.028
2.8516e-02,2.04,2,0.94,0.88,0.004,-0.02
2.8535e-02,2.04,2.12,0.92,1,0.004,0.028
2.8554e-02,2.04,1.84,0.92,0.82,0.004,-0.02
2.8573e-02,2.04,2.16,0.94,1.16,0.004,0.028
2.8593e-02,2.04,1.92,0.92,0.88,0.004,-0.02
2.8612e-02,2.04,2.16,0.98,1.1,0.012,0.036
2.8631e-02,2.04,1.92,0.98,0.86,-0.004,-0.02
2.8650e-02,2.04,2.16,0.96,1.12,0.004,0.028
2.8669e-02,2,1.96,0.98,0.88,0.004,-0.02
2.8689e-02,2.04,2.08,0.92,1.02,0.004,0.028
2.8708e-02,2.04,1.92,0.94,0.82,0.004,-0.02
2.8727e-02,2.04,2.16,0.96,1.1,0.012,0.028
2.8746e-02,2,1.92,0.96,0.84,0.004,-0.02
2.8765e-02,1.96,2.12,0.94,1.1,-0.004,0.028
2.8785e-02,2,1.92,0.94,0.84,0.004,-0.02
2.8804e-02,1.96,2.12,0.94,1.1,0.004,0.028
2.8823e-02,2,1.88,0.94,0.84,0.004,-0.02
2.8842e-02,2,2.12,0.94,1.08,0.004,0.028
2.8861e-02,1.96,1.92,0.94,0.88,-0.004,-0.02
2.8881e-02,1.96,2.04,0.94,1,0.012,0.028
2.8900e-02,1.96,1.88,0.96,0.84,-0.004,-0.02
2.8919e-02,1.96,2.12,0.94,1.08,-0.004,0.028
2.8938e-02,1.96,1.88,0.94,0.84,-0.004,-0.02
2.8957e-02,2,2.08,0.94,1.06,0.004,0.028
2.8977e-02,1.96,1.88,0.96,0.86,0.004,-0.02
2.8996e-02,1.96,2.08,0.94,1.06,0.012,0.028
2.9015e-02,1.96,1.88,0.94,0.86,0.004,-0.02
2.9034e-02,1.96,2.04,0.94,1.06,-0.012,0.028
2.9053e-02,1.96,1.88,0.96,0.88,-0.004,-0.02
2.9073e-02,1.96,2,0.92,1,0.004,0.028
2.9092e-02,1.92,1.88,0.94,0.86,0.004,-0.02
2.9111e-02,1.96,2.04,0.94,1.04,-0.004,0.028
2.9130e-02,1.92,1.88,0.92,0.86,0.004,-0.02
2.9149e-02,1.92,2,0.96,1.02,0.012,0.028
2.9169e-02,1.92,1.84,0.94,0.86,-0.004,-0.02
2.9188e-02,1.96,2,0.92,1.02,-0.004,0.036
2.9207e-02,1.92,1.84,0.94,0.86,0.004,-0.02
2.9226e-02,1.92,2,0.94,0.98,0.004,0.028
2.9245e-02,1.92,1.84,0.96,0.86,0.004,-0.02
2.9265e-02,1.92,2,0.94,1.02,-0.004,0.028
2.9284e-02,1.92,1.84,0.94,0.86,0.012,-0.02
2.9303e-02,1.92,2,0.94,1.02,0.012,0.028
2.9322e-02,1.88,1.84,0.94,0.86,0.004,-0.02
2.9341e-02,1.88,1.96,0.94,1.02,-0.004,0.028
2.9361e-02,1.92,1.84,0.94,0.86,0.004,-0.02
2.9380e-02,1.88,1.96,0.94,1,-0.004,0.028
2.9399e-02,1.88,1.84,0.94,0.86,-0.012,-0.02
2.9418e-02,1.88,1.96,0.94,0.98,0.004,0.028
2.9437e-02,1.92,1.84,0.96,0.86,0.004,-0.02
2.9457e-02,1.92,1.96,0.94,0.98,0.012,0.028
2.9476e-02,1.88,1.84,0.92,0.86,0.004,-0.02
2.9495e-02,1.88,1.96,0.94,1,0.004,0.028
2.9514e-02,1.88,1.8,0.94,0.86,0.004,-0.02
2.9533e-02,1.88,1.96,0.94,1,0.004,0.028
2.9553e-02,1.88,1.8,0.92,0.86,0.004,-0.02
2.9572e-02,1.84,1.96,0.92,1,0.004,0.028
2.9591e-02,1.88,1.8,0.92,0.86,-0.004,-0.02
2.9610e-02,1.88,1.92,0.94,1,0.004,0.028
2.9629e-02,1.88,1.8,0.92,0.86,-0.004,-0.02
2.9649e-02,1.88,1.96,0.94,1,0.004,0.028
2.9668e-02,1.88,1.8,0.92,0.84,0.004,-0.02
2.9687e-02,1.84,1.92,0.94,1,0.004,0.028
2.9706e-02,1.84,1.8,0.9,0.86,0.004,-0.02
2.9725e-02,1.84,1.92,0.9,0.98,-0.004,0.028
2.9745e-02,1.88,1.8,0.92,0.84,0.012,-0.02
2.9764e-02,1.84,1.92,0.92,1,0.004,0.028
2.9783e-02,1.84,1.8,0.92,0.86,0.004,-0.02
2.9802e-02,1.84,1.92,0.94,1,0.012,0.028
2.9822e-02,1.84,1.76,0.92,0.84,0.004,-0.02
2.9841e-02,1.8,1.92,0.92,0.98,0.004,0.028
2.9860e-02,1.84,1.76,0.92,0.84,0.004,-0.02
2.9879e-02,1.84,1.92,0.92,0.98,0.004,0.036
2.9898e-02,1.84,1.76,0.9,0.86,0.004,-0.02
2.9918e-02,1.84,1.92,0.92,1,-0.004,0.028
2.9937e-02,1.84,1.76,0.94,0.86,-0.004,-0.02
2.9956e-02,1.84,1.88,0.92,1,0.012,0.028
2.9975e-02,1.8,1.76,0.92,0.86,0.004,-0.028
2.9994e-02,1.8,1.92,0.94,1.04,0.036,0.084
3.0014e-02,1.88,1.84,1,0.94,0.068,0.044
3.0033e-02,1.92,2.08,1,1.08,0.076,0.124
3.0052e-02,2.04,1.96,1.04,0.98,0.1,0.084
3.0071e-02,2.12,2.24,1.04,1.12,0.116,0.148
3.0090e-02,2.2,2.12,1.06,1.02,0.14,0.108
3.0110e-02,2.28,2.36,1.08,1.14,0.132,0.156
3.0129e-02,2.32,2.24,1.08,1,0.148,0.116
3.0148e-02,2.4,2.48,1.06,1.14,0.14,0.164
3.0167e-02,2.44,2.4,1.08,1.04,0.156,0.132
3.0186e-02,2.52,2.64,1.1,1.16,0.172,0.196
3.0206e-02,2.6,2.52,1.12,1.04,0.172,0.156
3.0225e-02,2.68,2.76,1.14,1.2,0.196,0.212
3.0244e-02,2.72,2.64,1.12,1.06,0.18,0.172
3.0263e-02,2.8,2.88,1.16,1.18,0.196,0.228
3.0282e-02,2.8,2.76,1.14,1.06,0.196,0.18
3.0302e-02,2.88,3,1.16,1.22,0.212,0.236
3.0321e-02,3,2.84,1.14,1.08,0.212,0.188
3.0340e-02,3.04,3.08,1.14,1.22,0.196,0.228
3.0359e-02,3.04,2.96,1.14,1.06,0.212,0.188
3.0378e-02,3.08,3.16,1.12,1.22,0.22,0.244
3.0398e-02,3.08,3.04,1.12,1.08,0.236,0.204
3.0417e-02,3.2,3.24,1.14,1.24,0.236,0.26
3.0436e-02,3.2,3.12,1.16,1.1,0.236,0.212
3.0455e-02,3.24,3.32,1.16,1.24,0.244,0.268
3.0474e-02,3.24,3.16,1.16,1.12,0.252,0.228
3.0494e-02,3.28,3.36,1.2,1.24,0.252,0.284
3.0513e-02,3.32,3.24,1.16,1.06,0.26,0.228
3.0532e-02,3.36,3.4,1.18,1.26,0.252,0.276
3.0551e-02,3.36,3.28,1.16,1.08,0.236,0.228
3.0570e-02,3.36,3.44,1.16,1.26,0.252,0.284
3.0590e-02,3.36,3.32,1.18,1.1,0.26,0.244
3.0609e-02,3.4,3.48,1.16,1.24,0.268,0.292
3.0628e-02,3.44,3.32,1.2,1.1,0.26,0.244
3.0647e-02,3.4,3.48,1.16,1.24,0.268,0.292
3.0666e-02,3.4,3.36,1.18,1.12,0.284,0.252
3.0686e-02,3.44,3.48,1.18,1.24,0.276,0.308
3.0705e-02,3.44,3.28,1.18,1.1,0.284,0.26
3.0724e-02,3.44,3.52,1.18,1.26,0.268,0.316
3.0743e-02,3.48,3.4,1.16,1.1,0.276,0.26
3.0762e-02,3.48,3.52,1.18,1.24,0.292,0.308
3.0782e-02,3.44,3.4,1.16,1.12,0.284,0.268
3.0801e-02,3.48,3.52,1.18,1.24,0.3,0.324
3.0820e-02,3.44,3.4,1.18,1.12,0.308,0.276
3.0839e-02,3.44,3.52,1.18,1.26,0.292,0.332
3.0858e-02,3.48,3.4,1.14,1.1,0.308,0.276
3.0878e-02,3.48,3.52,1.16,1.24,0.316,0.332
3.0897e-02,3.48,3.4,1.18,1.12,0.316,0.292
3.0916e-02,3.48,3.56,1.18,1.28,0.324,0.34
3.0935e-02,3.48,3.4,1.18,1.08,0.316,0.292
3.0954e-02,3.52,3.56,1.16,1.24,0.308,0.34
3.0974e-02,3.52,3.4,1.2,1.12,0.308,0.3
3.0993e-02,3.52,3.56,1.18,1.24,0.324,0.356
3.1012e-02,3.52,3.44,1.2,1.12,0.332,0.308
3.1031e-02,3.52,3.56,1.2,1.26,0.34,0.356
3.1050e-02,3.52,3.44,1.2,1.1,0.332,0.3
3.1070e-02,3.52,3.56,1.16,1.26,0.332,0.356
3.1089e-02,3.52,3.4,1.14,1.12,0.324,0.316
3.1108e-02,3.52,3.6,1.16,1.26,0.34,0.372
3.1127e-02,3.52,3.36,1.18,1.12,0.34,0.324
3.1146e-02,3.52,3.56,1.2,1.24,0.34,0.372
3.1166e-02,3.48,3.44,1.18,1.12,0.356,0.332
3.1185e-02,3.52,3.56,1.2,1.26,0.364,0.388
3.1204e-02,3.48,3.24,1.22,1.14,0.364,0.348
3.1223e-02,3.44,3.56,1.18,1.26,0.372,0.396
3.1242e-02,3.32,3.24,1.22,1.12,0.38,0.332
3.1262e-02,3.32,3.4,1.2,1.24,0.364,0.388
3.1281e-02,3.32,3.24,1.2,1.1,0.364,0.34
3.1300e-02,3.32,3.36,1.18,1.24,0.364,0.38
3.1319e-02,3.32,3.24,1.2,1.1,0.356,0.34
3.1338e-02,3.32,3.4,1.18,1.28,0.372,0.396
3.1358e-02,3.32,3.24,1.18,1.12,0.372,0.348
3.1377e-02,3.32,3.36,1.2,1.24,0.38,0.404
3.1396e-02,3.32,3.24,1.18,1.12,0.388,0.356
3.1415e-02,3.32,3.36,1.2,1.24,0.396,0.412
3.1434e-02,3.32,3.24,1.18,1.1,0.388,0.348
3.1454e-02,3.32,3.36,1.18,1.24,0.38,0.404
3.1473e-02,3.32,3.24,1.16,1.1,0.38,0.34
3.1492e-02,3.28,3.36,1.16,1.2,0.356,0.388
3.1511e-02,3.28,3.24,1.12,1.08,0.356,0.34
3.1530e-02,3.32,3.36,1.16,1.22,0.372,0.396
3.1550e-02,3.32,3.24,1.16,1.1,0.372,0.356
3.1569e-02,3.32,3.36,1.16,1.22,0.388,0.412
3.1588e-02,3.32,3.24,1.18,1.12,0.388,0.372
3.1607e-02,3.32,3.36,1.18,1.22,0.404,0.42
3.1626e-02,3.32,3.24,1.16,1.1,0.396,0.364
3.1646e-02,3.32,3.36,1.16,1.22,0.396,0.428
3.1665e-02,3.32,3.24,1.14,1.06,0.388,0.348
3.1684e-02,3.32,3.36,1.12,1.18,0.372,0.404
3.1703e-02,3.32,3.2,1.14,1.08,0.364,0.348
3.1722e-02,3.32,3.36,1.14,1.18,0.372,0.396
3.1742e-02,3.32,3.24,1.14,1.08,0.38,0.356
3.1761e-02,3.32,3.36,1.14,1.18,0.388,0.404
3.1780e-02,3.32,3.24,1.14,1.1,0.38,0.372
3.1799e-02,3.32,3.36,1.14,1.18,0.388,0.42
3.1818e-02,3.32,3.24,1.16,1.08,0.404,0.372
3.1838e-02,3.32,3.36,1.12,1.2,0.404,0.42
3.1857e-02,3.28,3.24,1.12,1.04,0.38,0.348
3.1876e-02,3.32,3.36,1.1,1.16,0.356,0.404
3.1895e-02,3.32,3.24,1.08,1.04,0.364,0.348
3.1914e-02,3.32,3.36,1.08,1.14,0.356,0.388
3.1934e-02,3.32,3.24,1.1,1.04,0.372,0.348
3.1953e-02,3.32,3.36,1.1,1.16,0.364,0.404
3.1972e-02,3.32,3.24,1.1,1.06,0.388,0.364
3.1991e-02,3.28,3.36,1.1,1.16,0.38,0.412
3.2010e-02,3.32,3.24,1.1,1.06,0.396,0.372
3.2030e-02,3.36,3.36,1.12,1.16,0.396,0.42
3.2049e-02,3.32,3.24,1.1,0.9,0.388,0.34
3.2068e-02,3.32,3.36,1.1,1.28,0.364,0.412
3.2087e-02,3.32,3.24,1.06,1,0.372,0.34
3.2106e-02,3.32,3.52,1.06,1.12,0.372,0.388
3.2126e-02,3.48,3.2,1.06,0.82,0.364,0.324
3.2145e-02,3.44,3.64,1.08,1.36,0.356,0.388
3.2164e-02,3.32,3.04,1.06,0.84,0.364,0.332
3.2183e-02,3.24,3.48,1.08,1.38,0.372,0.396
3.2202e-02,3.12,2.88,1.08,0.82,0.38,0.348
3.2222e-02,3.08,3.28,1.08,1.4,0.38,0.404
3.2241e-02,3.04,2.76,1.08,0.94,0.372,0.324
3.2260e-02,2.92,3.08,1.04,1.12,0.348,0.396
3.2279e-02,2.88,2.68,1.04,0.8,0.356,0.316
3.2298e-02,2.76,3.12,1.02,1.34,0.348,0.372
3.2318e-02,2.72,2.52,1.02,0.78,0.348,0.3
3.2337e-02,2.64,2.92,1,1.34,0.34,0.364
3.2356e-02,2.6,2.36,1.04,0.8,0.348,0.308
3.2375e-02,2.52,2.76,1.02,1.36,0.34,0.372
3.2394e-02,2.48,2.24,1.02,0.78,0.332,0.316
3.2414e-02,2.44,2.68,1.02,1.34,0.34,0.372
3.2433e-02,2.4,2.28,1.02,0.96,0.348,0.308
3.2452e-02,2.4,2.48,1,1.06,0.348,0.372
3.2471e-02,2.36,2.16,1,0.74,0.332,0.284
3.2490e-02,2.28,2.6,0.96,1.3,0.308,0.348
3.2510e-02,2.24,2,0.96,0.74,0.3,0.268
3.2529e-02,2.16,2.44,0.94,1.28,0.3,0.324
3.2548e-02,2.08,1.92,0.94,0.74,0.292,0.268
3.2567e-02,2.04,2.28,0.96,1.26,0.292,0.324
3.2586e-02,1.96,1.8,0.92,0.7,0.3,0.26
3.2606e-02,2,2.24,0.98,1.26,0.3,0.332
3.2625e-02,1.92,1.84,0.94,0.9,0.3,0.268
3.2644e-02,1.92,2,0.94,1,0.3,0.316
3.2663e-02,1.88,1.72,0.92,0.72,0.284,0.244
3.2682e-02,1.84,2.16,0.92,1.24,0.284,0.308
3.2702e-02,1.8,1.6,0.92,0.68,0.26,0.22
3.2721e-02,1.68,2,0.9,1.2,0.252,0.284
3.2740e-02,1.64,1.48,0.86,0.68,0.244,0.212
3.2759e-02,1.6,1.84,0.88,1.2,0.26,0.276
3.2778e-02,1.56,1.44,0.88,0.8,0.244,0.228
3.2798e-02,1.56,1.64,0.88,0.98,0.252,0.276
3.2817e-02,1.56,1.4,0.88,0.66,0.244,0.22
3.2836e-02,1.52,1.76,0.9,1.2,0.244,0.284
3.2855e-02,1.52,1.32,0.9,0.66,0.252,0.204
3.2875e-02,1.48,1.72,0.88,1.18,0.244,0.268
3.2894e-02,1.44,1.2,0.84,0.62,0.228,0.18
3.2913e-02,1.36,1.6,0.86,1.16,0.212,0.244
3.2932e-02,1.32,1.12,0.84,0.62,0.212,0.172
3.2951e-02,1.32,1.52,0.84,1.16,0.212,0.244
3.2971e-02,1.28,1.2,0.86,0.8,0.204,0.188
3.2990e-02,1.28,1.32,0.84,0.9,0.212,0.236
3.3009e-02,1.24,1.08,0.86,0.62,0.212,0.18
3.3028e-02,1.24,1.48,0.84,1.18,0.22,0.244
3.3047e-02,1.24,1.08,0.86,0.62,0.204,0.172
3.3067e-02,1.2,1.48,0.86,1.16,0.196,0.236
3.3086e-02,1.2,1,0.82,0.6,0.196,0.148
3.3105e-02,1.2,1.4,0.82,1.12,0.196,0.22
3.3124e-02,1.16,0.92,0.84,0.58,0.18,0.156
3.3143e-02,1.08,1.32,0.82,1.12,0.172,0.212
3.3163e-02,1.08,1,0.82,0.78,0.18,0.164
3.3182e-02,1.04,1.12,0.82,0.88,0.188,0.212
3.3201e-02,1.04,0.88,0.82,0.6,0.172,0.14
3.3220e-02,1.04,1.28,0.82,1.12,0.18,0.212
3.3239e-02,1.04,0.88,0.8,0.58,0.172,0.148
3.3259e-02,1,1.28,0.82,1.14,0.18,0.212
3.3278e-02,1,0.8,0.8,0.56,0.172,0.124
3.3297e-02,0.96,1.2,0.82,1.1,0.156,0.196
3.3316e-02,0.96,0.8,0.8,0.72,0.148,0.124
3.3335e-02,0.92,1,0.8,0.88,0.156,0.18
3.3355e-02,0.88,0.76,0.8,0.56,0.148,0.124
3.3374e-02,0.88,1.16,0.82,1.08,0.156,0.188
3.3393e-02,0.88,0.72,0.78,0.56,0.164,0.116
3.3412e-02,0.84,1.16,0.78,1.1,0.148,0.18
3.3431e-02,0.84,0.72,0.8,0.56,0.156,0.124
3.3451e-02,0.84,1.12,0.78,1.1,0.148,0.18
3.3470e-02,0.84,0.68,0.8,0.56,0.148,0.092
3.3489e-02,0.8,1.04,0.78,1.08,0.14,0.164
3.3508e-02,0.8,0.72,0.78,0.7,0.124,0.1
3.3527e-02,0.8,0.92,0.78,0.82,0.132,0.156
3.3547e-02,0.76,0.64,0.78,0.52,0.124,0.1
3.3566e-02,0.72,1.04,0.78,1.08,0.124,0.156
3.3585e-02,0.76,0.6,0.8,0.56,0.124,0.092
3.3604e-02,0.76,1,0.78,1.08,0.132,0.164
3.3623e-02,0.76,0.56,0.78,0.52,0.124,0.092
3.3643e-02,0.72,0.96,0.76,1.08,0.116,0.156
3.3662e-02,0.72,0.56,0.78,0.54,0.124,0.076
3.3681e-02,0.72,0.96,0.76,1.08,0.124,0.14
3.3700e-02,0.72,0.64,0.76,0.72,0.108,0.084
3.3719e-02,0.68,0.76,0.76,0.82,0.108,0.132
3.3739e-02,0.68,0.52,0.74,0.52,0.1,0.06
3.3758e-02,0.64,0.88,0.74,1.04,0.1,0.132
3.3777e-02,0.64,0.48,0.76,0.52,0.108,0.068
3.3796e-02,0.64,0.88,0.78,1.06,0.1,0.132
